"Sale da cucina senza iodo e fluoro",0
"Sale, dell'Himalaya",0
"Sale, marino, fiore di sale",0
"Sale, sale marino, standard, bianco, no iodio e fluoro",0
"Salmone d'allevamento, crudo",200
"Salmone d'allevamento, filetto, al vapore (senza grassi)",180
"Salmone selvatico, crudo",182
"Salmone, affumicato",167
"Salsa ai funghi, legata",132
"Salsa al pomodoro",69
"Salsa alla cacciatora",58
"Salsa besciamella, fatta in casa",147
"Salsa cocktail (maionese di colza, fatta in casa)",696
"Salsa d'arrosto, chiara",44
"Salsa d'arrosto, legata",53
"Salsa di soia",56
"Salsa olandese",212
"Salsa per insalata (con olio di colza, fatta in casa)",430
"Salsa per insalata aceto-olio (olio di colza, fatta in casa)",315
"Salsa per insalata italiana (olio d'oliva, fatta in casa)",464
"Salsa per insalata, francese",360
"Salsa per insalata, italiana",309
"Salsa per insalate con yogurt (senza olio)",67
"Salsa tartara (maionese di colza, fatta in casa)",384
"Salsiccette Minipic",460
"Salsiccia bernese (di lingua)",333
"Salsiccia bianca di carne di vitello (Weisswurst)",220
"Salsiccia cruda (media)",456
"Salsiccia cruda (maturazione troncata)",356
"Salsiccia da arrostire di maiale",236
"Salsiccia da arrostire di maiale, alla griglia (no grassi)",283
"Salsiccia da cuocere (media)",297
"Salsiccia da cuocere affumicata (media)",249
"Salsiccia da cuocere non affumicata (media)",251
"Salsiccia del birraio",291
"Salsiccia del cacciatore",244
"Salsiccia di fegato",253
"Salsiccia di Lione",244
"Salsiccia di maiale",268
"Salsiccia di vitello",228
"Salsiccia Saucisson",467
"Salsiccia Saucisson, cotto (senza grassi)",511
"Salsiccia viennese",242
"Salsiccia viennese, cotta",220
"Salsiccia vodese",358
"Salsiz",415
"Saltimbocca, cotta in olio di colza HOLL",216
"Salvia, fresca",59
"Samosa, cotta al forno",337
"Samosa, fritta",367
"Sandwich (baguette) al formaggio pasta semi dura",179
"Sandwich (baguette) al prosciutto",131
"Sandwich (baguette) al prosciutto crudo",165
"Sandwich (baguette) con affettati",157
"Sandwich (baguette) con carne secca",141
"Sandwich (baguette) con FleischkÑse",220
"Sandwich (baguette) con formaggio a pasta molle",183
"Sandwich (baguette) con mozzarella",163
"Sandwich (baguette) con salame",158
"Sandwich (pane bigio) al formaggio pasta molle",174
"Sandwich (pane bigio) al formaggio pasta semi dura",171
"Sandwich (pane bigio) al prosciutto",125
"Sandwich (pane bigio) al prosciutto crudo",158
"Sandwich (pane bigio) con affettati",151
"Sandwich (pane bigio) con carne secca",134
"Sandwich (pane bigio) con FleischkÑse",210
"Sandwich (pane bigio) con mozzarella",156
"Sandwich (pane bigio) con salame",151
"Sandwich con scaloppina e salsa cocktail",262
"Sandwich con scaloppina e salsa tartara",242
"Sanguinaccio",149
"Sardina sott'olio, sgocciolata",215
"Sardina, cruda",163
"Saucisse aux choux",361
"Scaloppina di capriolo, cruda",105
"Scaloppina di vitello, cotta in olio di colza HOLL",185
"Scampo, crudo",93
"Schiumini",444
"Schiumini al cioccolato",486
"SchÅblig di campagna",524
"SchÅblig di San Gallo",237
"Sciroppo d'acero",358
"Sciroppo di agave",293
"Sciroppo non diluito",371
"Sciroppo pronto (diluito 1:5.5)",55
"Scorzonera, al vapore",57
"Scorzonera, cruda",55
"Sedano rapa, al vapore",29
"Sedano rapa, crudo",28
"Sedano verde, al vapore",15
"Sedano, crudo",15
"Selvaggina (media), cotto (senza grassi)",157
"Selvaggina (media), cruda",115
"Semi di chia",482
"Semi di girasole",621
"Semi di lino",533
"Semi di sesamo, decorticati",660
"Semi di sesamo, non decorticati",619
"Semi di zucca",615
"Semi e noci (media), no sale",612
"Semola di grano duro, secca",353
"Semolino di mais, cotta",79
"Semolino di mais, secco",350
"Semolino (con latte intero, no zucchero)",93
"Semolino (con latte parz. scremato, no zucc.)",93
"Senape",124
"Sherry, 18.5 vol%",118
"Sidro di mele, 4 vol%",32
"Sidro di mele, 6.2 vol%",64
"Siero di latte, dolce",24
"Snack Flips di arachidi",507
"Sogliola, cruda",85
"Sorbetto, alla frutta",137
"Sostituto dello yogurt (a base di soia, frutta/aromi)",82
"Sostituto dello yogurt (a base di soia, naturale)",45
"Spezzatino misto (manzo, vitello, maiale e pollame), crudo",118
"Spezzatino misto, in padella (no grassi)",150
"Spinaci, al vapore",28
"Spinaci, crudi",23
"Spugnole, crude",29
"Spugnole, stufate ",34
"Stelle alla cannella",505
"Strutto",891
"Succo d'arancia",51
"Succo d'arancia, arricchito con vitamina C",55
"Succo di carota",33
"Succo di frutta diluito, no zuccheri (60% succo, 40% acqua)",31
"Succo di frutta, no zucchero (media)",52
"Succo di limone",30
"Succo di mele",45
"Succo di pere",51
"Succo di pomodoro",16
"Succo d'uva",62
"Surimi",125
"TaboulÇ, preparato (con Bulgur)",111
"TaboulÇ, preparato (con Couscous)",130
"Tacchino, (media: petto, scaloppina) o sminuzzato, crudo",108
"Tacchino, (media) o sminuzzato, in padella (no grassi)",139
"Taccole, al vapore",73
"Taccole, crude",68
"Tä freddo, zuccherato",30
"Tä, non zuccherato",0
"Terrina di cacciagione",242
"Timo, fresco",52
"Tofu, affumicato",164
"Tofu, setoso (morbido), al naturale",54
"Tofu, solido, al naturale",126
"Tomino",284
"Tonno, crudo",149
"Tonno, in salamoia, sgocciolato",117
"Tonno, sott'olio, sgocciolato",186
"Topinambur, cotto (senza agguinta di sale)",52
"Topinambur, crudo",54
"Torta ai pomodori, in forno (pasta per torta)",158
"Torta ai pomodori, in forno (pasta sfoglia)",155
"Torta ai spinaci, in forno (pasta per torta)",173
"Torta ai spinaci, in forno (pasta sfoglia)",170
"Torta al burro",430
"Torta al formaggio, in forno (pasta per torta)",303
"Torta al formaggio, in forno (pasta sfoglia)",300
"Torta al Kirsch di Zugo",335
"Torta alle cipolle, in forno (pasta per torta)",171
"Torta alle cipolle, in forno (pasta sfoglia)",169
"Torta d'albicocca, fatta in casa, in forno (pasta sfoglia)",140
"Torta d'albicocca, fatta in casa, in forno (pasta per torta)",138
"Torta di carote",303
"Torta di ciliegie, fatta in casa, in forno (pasta per torta)",156
"Torta di ciliegie, fatta in casa, in forno (pasta sfoglia)",157
"Torta di frutta (media)",166
"Torta di frutta, in forno, pasta frolla dolce (media)",222
"Torta di frutta, pasta per torta (media)",138
"Torta di frutta, pasta sfoglia (media)",139
"Torta di Linz",424
"Torta di mele, fatta in casa, in forno (pasta per torta)",143
"Torta di mele, fatta in casa, in forno (pasta sfoglia)",144
"Torta di mora, fatta in casa (con pasta frolla dolce)",221
"Torta di mora, fatta in casa, in forno (pasta per torta)",136
"Torta di mora, fatta in casa, in forno (pasta sfoglia)",137
"Torta di noci engadinese",481
"Torta di pera, fatta in casa, in forno (pasta per torta)",145
"Torta di pera, fatta in casa, in forno (pasta sfoglia)",146
"Torta di prugna susina, fatta in casa, in forno (pasta per torta)",135
"Torta di prugna susina, fatta in casa, in forno (pasta sfoglia)",136
"Torta di prugna, fatta in casa, in forno (pasta per torta)",138
"Torta di prugna, fatta in casa, in forno (pasta sfoglia)",139
"Torta di rabarbaro, in forno (pasta soglia)",116
"Torta di rabarbaro, fatta in casa, in forno (pasta per torta)",115
"Torta di ribes, fatta in casa (avec pasta frolla dolce)",222
"Torta di ribes, fatta in casa, in forno (pasta per torta)",136
"Torta di ribes, fatta in casa, in forno (pasta sfoglia)",138
"Torta foresta nera",248
"Treccia al burro",325
"Treccia al burro, integrale",272
"Trota, cruda",127
"Trota, intera, bollita (no grassi)",116
"Tuorlo d'uovo, crudo",349
"Uovo di gallina, intero, cotto, sodo",156
"Uovo di gallina, intero, crudo",140
"Uovo strapazzato alle erbe, preparato",141
"Uovo strapazzato ai funghi champignon, preparato",127
"Uovo strapazzato al formaggio, preparato",157
"Uovo strapazzato al prosciutto, preparato",143
"Uovo strapazzato, preparato",147
"Uva spina, cruda",35
"Uva, cruda",69
"Uvetta, secca",321
"Vacherin friborghese",370
"Verdura (media), cruda",26
"Verdura a foglia (media esclusa lattuga), al vapore (no grassi)",22
"Verdura a foglia (media esclusa lattuga), cotta (no grassi)",21
"Verdura a foglia (media esclusa lattuga), stufata (no grassi)",23
"Verdura, tuberi e radici (media), al vapore",38
"Verdura, tuberi e radici (media), cotta (no grassi)",34
"Verdura, tuberi e radici (media), cruda",36
"Verdura, tuberi e radici (media), stufata (no grassi)",33
"Vermut, 15 vol%",139
"Verza, cruda",31
"Verza, stufata",30
"Vinaigrette (con olio di colza)",255
"Vino biancho diluito con acqua frizzante",36
"Vino biancho diluito con limonata",55
"Vino bianco 12.5 vol%",71
"Vino bianco, 11 vol%",70
"Vino di Porto, 18.5 vol%",152
"Vino rosso, 12 vol%",69
"Vino rosso, 13.5 vol%",76
"Vino rosso, 9 vol%",54
"Vino spumante (p.e.Champagne)",71
"Vitello tonnato con guarnizione",172
"Vitello tonnato senza guarnizione",198
"Vitello, animella, cruda",99
"Vitello, arrosto di spalla, al forno (no grassi)",163
"Vitello, bistecca,  cotta in padella (no grassi)",144
"Vitello, bistecca, cruda",113
"Vitello, costoletta, cruda",161
"Vitello, fegato, crudo",135
"Vitello, filetto, crudo",119
"Vitello, geretto, brasato (no grassi)",165
"Vitello, geretto, crudo",122
"Vitello, girello, cruda",104
"Vitello, lingua, cruda",181
"Vitello, macinato, crudo",104
"Vitello, petto, cotto (no grassi)",234
"Vitello, petto, crudo",204
"Vitello, scaloppina, cotta in padella (no grassi)",128
"Vitello, scaloppina, cruda",103
"Vitello, sminuzzato, cotto in padella (no grassi)",123
"Vitello, sminuzzato, crudo",98
"Vitello, spalla, arrosto, crudo",124
"Vitello, spezzatino, crudo",102
"Yogurt alla frutta, magro con edulcoranti",49
"Yogurt bifidus, naturale",66
"Yogurt con aromi, magro con edulcoranti",47
"Yogurt zuccherato (media)",105
"Yogurt, al caffä",99
"Yogurt, al caffä bio",95
"Yogurt, al cioccolato",120
"Yogurt, alla fragola",101
"Yogurt, alla vaniglia",98
"Yogurt, alle nocciole",119
"Yogurt, naturale",66
"Yogurt, naturale magro",42
"Zampone",361
"Zucca, al vapore",24
"Zucca, cruda",23
"Zucchero bianco",400
"Zucchero bruno",390
"Zucchero d'uva",399
"Zucchina, al vapore",20
"Zucchina, cruda",19
"Zucchina, stufata (no grassi)",23
"Zuppa al pomodoro",42
"Zuppa di funghi",38
"Zuppa d'orzo grigionese",42
"Zuppa gulasch",67
"Zwieback",411
"Zwieback",428
